Latitude,Longitude,Score
42.35090098042873,-71.13148251230281,2.0182644531563247
42.35090098042873,-71.13344072479121,2.0091421670172345
42.35234782238586,-71.13148251230281,1.9955864856553045
42.35234782238586,-71.13344072479121,1.9954284431247724
42.34945413847161,-71.13344072479121,1.9640776253444847
42.34945413847161,-71.13148251230281,1.958767367304554
42.35090098042873,-71.13539893727962,1.9563347022318234
42.35234782238586,-71.13539893727962,1.9517738991356879
42.34945413847161,-71.13539893727962,1.9199247547951741
42.353794664342985,-71.13344072479121,1.9088458750740573
42.35090098042873,-71.12952429981442,1.9075446864350658
42.353794664342985,-71.13539893727962,1.8912300641553939
42.353794664342985,-71.13148251230281,1.885135504286755
42.348007296514474,-71.13344072479121,1.8845775822650181
42.35234782238586,-71.12952429981442,1.8780654950492905
42.35234782238586,-71.13735714976802,1.8714738189588802
42.35090098042873,-71.13735714976802,1.8709131979445539
42.34945413847161,-71.12952429981442,1.8703317584402752
42.348007296514474,-71.13148251230281,1.8662371622024962
42.348007296514474,-71.13539893727962,1.855444527544422
42.34945413847161,-71.13735714976802,1.8416470500164044
42.353794664342985,-71.13735714976802,1.8389548133331033
42.3653694,-71.088401837558,1.8307406336399659
42.36392255804287,-71.088401837558,1.8216365992017969
42.366816241957125,-71.0903600500464,1.8202852034245975
42.366816241957125,-71.088401837558,1.8156780856436989
42.36392255804287,-71.08644362506959,1.8114954732042916
42.3653694,-71.0903600500464,1.8112056175882105
42.36826308391425,-71.0903600500464,1.8047210017329607
42.3653694,-71.08644362506959,1.8026289050392252
42.36826308391425,-71.0923182625348,1.7953378769022876
42.348007296514474,-71.12952429981442,1.7931886177412912
42.34656045455735,-71.13344072479121,1.7931170488060606
42.366816241957125,-71.0923182625348,1.7914020866488598
42.348007296514474,-71.13735714976802,1.7892627334952811
42.353794664342985,-71.12952429981442,1.7848805895269277
42.36826308391425,-71.088401837558,1.7824708564358887
42.34656045455735,-71.13539893727962,1.7755171663740632
42.366816241957125,-71.08644362506959,1.7731729842788955
42.36392255804287,-71.0903600500464,1.772223702761262
42.34656045455735,-71.13148251230281,1.7689052724489265
42.35524150630011,-71.13344072479121,1.7639444108119886
42.369709925871376,-71.0903600500464,1.7635965413720087
42.369709925871376,-71.0923182625348,1.7609164656640046
42.3653694,-71.0923182625348,1.7598312658452573
42.36826308391425,-71.0942764750232,1.7560982993520082
42.35524150630011,-71.13539893727962,1.7557708107740384
42.35090098042873,-71.13931536225641,1.753959354038328
42.35090098042873,-71.12756608732602,1.7525198087560294
42.36247571608575,-71.08644362506959,1.746214808816448
42.35234782238586,-71.13931536225641,1.7449303550131749
42.36247571608575,-71.088401837558,1.7444422207584229
42.34945413847161,-71.13931536225641,1.7344638077890722
42.34945413847161,-71.12756608732602,1.7329470762970161
