Latitude,Longitude,Score
42.33432068391425,-83.0535824215794,1.8196084305730991
42.33432068391425,-83.05553957697427,1.8133063488273224
42.332873841957124,-83.0535824215794,1.8108406873796532
42.332873841957124,-83.05162526618456,1.8068587121929096
42.335767525871375,-83.0535824215794,1.8011174346636043
42.332873841957124,-83.05553957697427,1.7983981807662544
42.331427,-83.0535824215794,1.7969875348621922
42.331427,-83.05162526618456,1.7923164914500618
42.335767525871375,-83.05553957697427,1.789897265531289
42.331427,-83.05553957697427,1.7826351165397571
42.33432068391425,-83.05162526618456,1.7801408785816335
42.33432068391425,-83.05749673236912,1.7787312450535349
42.332873841957124,-83.05749673236912,1.7696293974957842
42.32998015804287,-83.05749673236912,1.7584498154332451
42.32998015804287,-83.05945388776396,1.7577050193703783
42.32998015804287,-83.05553957697427,1.7551575944583893
42.331427,-83.05749673236912,1.7542238598071869
42.335767525871375,-83.05749673236912,1.7507924881907471
42.32998015804287,-83.06141104315883,1.75041866432574
42.335767525871375,-83.05162526618456,1.7493101983211723
42.32998015804287,-83.0535824215794,1.7461135317310055
42.331427,-83.05945388776396,1.7421004788764192
42.332873841957124,-83.04966811078971,1.7397167818953592
42.328533316085746,-83.06336819855368,1.7394424753516526
42.33721436782851,-83.0535824215794,1.7390079544692925
42.328533316085746,-83.06141104315883,1.7379647050316285
42.328533316085746,-83.05945388776396,1.7334836947815917
42.331427,-83.04966811078971,1.7327702175968356
42.328533316085746,-83.05749673236912,1.7260429745153871
42.33432068391425,-83.05945388776396,1.7243755842578437
42.32998015804287,-83.05162526618456,1.7241729664022454
42.33721436782851,-83.05553957697427,1.7230487025452663
42.332873841957124,-83.05945388776396,1.7227063025776739
42.331427,-83.06141104315883,1.7220021154746832
42.32998015804287,-83.06336819855368,1.7217208373661528
42.328533316085746,-83.05553957697427,1.7139239634446235
42.328533316085746,-83.0535824215794,1.693772934052407
42.335767525871375,-83.05945388776396,1.6928948693418342
42.332873841957124,-83.06141104315883,1.692600908915209
42.33721436782851,-83.05749673236912,1.6855786419793259
42.331427,-83.06336819855368,1.6839060192375448
42.33432068391425,-83.04966811078971,1.679767035064001
42.33721436782851,-83.05162526618456,1.6788972810018596
42.32998015804287,-83.04966811078971,1.6755330488757374
42.32708647412862,-83.05945388776396,1.666237615669699
42.32708647412862,-83.06141104315883,1.6652499439507678
42.33432068391425,-83.06141104315883,1.6645304100000644
42.328533316085746,-83.05162526618456,1.6597945263042799
42.32708647412862,-83.05749673236912,1.6572727313047817
42.32998015804287,-83.06532535394854,1.6510772059436531
42.332873841957124,-83.06336819855368,1.6497789206947246
42.328533316085746,-83.06532535394854,1.6400223652897308
42.32708647412862,-83.06336819855368,1.6400095257972305
42.335767525871375,-83.04966811078971,1.6399916492720428
42.32708647412862,-83.05553957697427,1.639964709360713
42.33721436782851,-83.05945388776396,1.6294165114377404
42.331427,-83.06532535394854,1.6221660063041523
42.33432068391425,-83.06336819855368,1.6209167629880157
42.335767525871375,-83.06141104315883,1.61781012383218
42.331427,-83.04771095539485,1.6157757370909447
42.32708647412862,-83.0535824215794,1.612230822472509
42.338661209785634,-83.05553957697427,1.611069730101115
42.338661209785634,-83.0535824215794,1.6065771890269982
42.332873841957124,-83.04771095539485,1.6053315348748372
42.328533316085746,-83.04966811078971,1.6050991856138206
42.32998015804287,-83.04771095539485,1.598670872449103
42.332873841957124,-83.06532535394854,1.5867447876531298
42.338661209785634,-83.05749673236912,1.5856626383225105
42.335767525871375,-83.06336819855368,1.5732406821678713
42.32708647412862,-83.05162526618456,1.5701877657711045
42.32708647412862,-83.06532535394854,1.5699855319454377
42.32563963217149,-83.05945388776396,1.5648295177336404
42.33432068391425,-83.06532535394854,1.559705216926023
